source,target,edge_type
tx_16,tx_5793,same_merchant
tx_17,tx_11039,same_card
tx_17,tx_7713,same_card
tx_17,tx_2652,same_device
tx_17,tx_2825,same_device
tx_17,tx_6927,same_device
tx_17,tx_7393,same_device
tx_17,tx_9052,same_device
tx_17,tx_9258,same_device
tx_17,tx_11822,same_device
tx_17,tx_14026,same_device
tx_17,tx_18588,same_device
tx_17,tx_5797,same_merchant
tx_17,tx_10870,same_merchant
tx_17,tx_9243,same_merchant
tx_17,tx_451,same_merchant
tx_17,tx_7870,same_merchant
tx_17,tx_14493,same_merchant
tx_17,tx_17257,same_merchant
tx_18,tx_9451,same_card
tx_18,tx_10849,same_card
tx_18,tx_2264,same_device
tx_19,tx_3155,same_card
tx_19,tx_1864,same_device
tx_19,tx_2790,same_device
tx_19,tx_8836,same_device
tx_19,tx_13903,same_device
tx_19,tx_7914,same_merchant
tx_19,tx_9589,same_merchant
tx_19,tx_16502,same_merchant
tx_19,tx_18844,same_merchant
tx_19,tx_12239,same_merchant
tx_19,tx_15369,same_merchant
tx_19,tx_5428,same_merchant
tx_20,tx_11354,same_card
tx_20,tx_13287,same_card
tx_20,tx_3039,same_device
tx_20,tx_5622,same_device
tx_20,tx_17012,same_device
tx_20,tx_17260,same_device
tx_20,tx_19050,same_device
tx_20,tx_19349,same_device
tx_20,tx_14093,same_merchant
tx_20,tx_8948,same_merchant
tx_20,tx_9691,same_merchant
tx_20,tx_3358,same_merchant
tx_20,tx_12903,same_merchant
tx_20,tx_5069,same_merchant
tx_20,tx_5448,same_merchant
tx_21,tx_1630,same_card
tx_21,tx_5466,same_card
tx_21,tx_7411,same_card
tx_21,tx_13336,same_card
tx_21,tx_11402,same_device
tx_21,tx_12862,same_device
tx_22,tx_489,same_card
tx_22,tx_2906,same_card
tx_22,tx_18575,same_card
tx_22,tx_5492,same_device
tx_22,tx_8864,same_device
tx_22,tx_15410,same_device
tx_22,tx_16022,same_device
tx_22,tx_17423,same_device
tx_23,tx_5897,same_card
tx_23,tx_3279,same_device
tx_23,tx_5831,same_device
tx_23,tx_6157,same_device
tx_23,tx_9123,same_device
tx_23,tx_13805,same_device
tx_23,tx_17203,same_device
tx_24,tx_4475,same_card
tx_24,tx_8801,same_card
tx_24,tx_9939,same_card
tx_24,tx_4913,same_device
tx_24,tx_7366,same_device
tx_24,tx_8876,same_device
tx_24,tx_16088,same_device
tx_24,tx_16807,same_device
tx_25,tx_620,same_card
tx_25,tx_2849,same_card
tx_25,tx_11183,same_card
tx_25,tx_14704,same_card
tx_25,tx_514,same_device
tx_25,tx_1852,same_device
tx_25,tx_3225,same_device
tx_25,tx_15615,same_merchant
tx_25,tx_14902,same_merchant
tx_25,tx_2192,same_merchant
tx_25,tx_5127,same_merchant
tx_25,tx_15283,same_merchant
tx_25,tx_12755,same_merchant
tx_25,tx_8716,same_merchant
tx_26,tx_5702,same_card
tx_26,tx_16380,same_card
tx_26,tx_17830,same_card
tx_26,tx_19540,same_card
tx_26,tx_867,same_device
tx_26,tx_3538,same_device
tx_26,tx_11455,same_device
tx_26,tx_15299,same_device
tx_26,tx_17094,same_device
tx_26,tx_19308,same_device
tx_26,tx_10596,same_merchant
tx_26,tx_18929,same_merchant
tx_26,tx_5082,same_merchant
tx_26,tx_14938,same_merchant
tx_26,tx_9146,same_merchant
tx_26,tx_15368,same_merchant
tx_26,tx_11813,same_merchant
tx_27,tx_5721,same_card
tx_27,tx_6923,same_card
tx_27,tx_11138,same_card
tx_27,tx_15909,same_card
tx_27,tx_4354,same_device
tx_27,tx_5261,same_device
tx_27,tx_7402,same_device
tx_27,tx_12420,same_device
tx_27,tx_14549,same_device
tx_28,tx_6613,same_card
tx_28,tx_9857,same_card
tx_28,tx_1951,same_device
tx_28,tx_8911,same_device
tx_28,tx_12389,same_device
tx_28,tx_15907,same_device
tx_28,tx_17680,same_device
tx_28,tx_18701,same_device
tx_28,tx_19023,same_device
tx_28,tx_19839,same_device
tx_29,tx_2978,same_card
tx_29,tx_19330,same_card
tx_29,tx_17522,same_device
tx_29,tx_11763,same_merchant
tx_29,tx_8595,same_merchant
tx_29,tx_3220,same_merchant
tx_29,tx_19729,same_merchant
tx_29,tx_6858,same_merchant
tx_29,tx_13940,same_merchant
tx_29,tx_13478,same_merchant
tx_30,tx_5776,same_card
tx_30,tx_15870,same_card
tx_30,tx_162,same_device
tx_30,tx_981,same_device
tx_30,tx_1826,same_device
tx_30,tx_2493,same_device
tx_30,tx_3955,same_device
tx_30,tx_12101,same_device
tx_30,tx_12288,same_device
tx_30,tx_15239,same_device
tx_30,tx_17389,same_device
tx_31,tx_4118,same_card
tx_31,tx_4508,same_card
tx_31,tx_6028,same_card
tx_31,tx_11248,same_card
tx_31,tx_3272,same_device
tx_31,tx_3641,same_device
tx_31,tx_4221,same_device
tx_31,tx_4276,same_device
tx_31,tx_4434,same_device
tx_31,tx_4705,same_device
tx_31,tx_8012,same_device
tx_31,tx_11709,same_device
tx_31,tx_11862,same_device
tx_32,tx_10631,same_card
tx_32,tx_11637,same_card
tx_32,tx_15582,same_card
tx_32,tx_18852,same_card
tx_33,tx_1624,same_card
tx_33,tx_7625,same_card
tx_33,tx_2145,same_device
tx_33,tx_2306,same_device
tx_33,tx_4168,same_device
tx_33,tx_7061,same_device
tx_33,tx_7231,same_device
tx_33,tx_7409,same_device
tx_33,tx_13942,same_device
tx_33,tx_14931,same_device
tx_33,tx_17641,same_device
tx_34,tx_1549,same_card
tx_34,tx_5817,same_card
tx_34,tx_5844,same_device
tx_34,tx_11057,same_device
tx_34,tx_11567,same_device
tx_34,tx_19241,same_device
tx_34,tx_5801,same_merchant
tx_34,tx_6798,same_merchant
tx_34,tx_8466,same_merchant
tx_34,tx_4592,same_merchant
tx_34,tx_4914,same_merchant
tx_34,tx_14558,same_merchant
tx_34,tx_6646,same_merchant
tx_35,tx_7670,same_card
tx_35,tx_7377,same_card
tx_35,tx_571,same_device
tx_35,tx_6672,same_device
tx_35,tx_8503,same_device
tx_35,tx_8996,same_device
tx_35,tx_11256,same_device
tx_35,tx_11502,same_device
tx_35,tx_11942,same_device
tx_35,tx_13554,same_device
tx_35,tx_16510,same_device
tx_35,tx_18188,same_merchant
tx_35,tx_4330,same_merchant
tx_35,tx_14541,same_merchant
tx_35,tx_10740,same_merchant
tx_35,tx_17171,same_merchant
tx_35,tx_17553,same_merchant
tx_35,tx_8727,same_merchant
tx_36,tx_810,same_card
tx_36,tx_13752,same_card
tx_36,tx_143,same_device
tx_36,tx_3752,same_device
tx_36,tx_11220,same_device
tx_36,tx_15284,same_device
tx_36,tx_17781,same_device
tx_36,tx_18698,same_device
tx_37,tx_13383,same_card
tx_37,tx_15460,same_card
tx_37,tx_2086,same_device
tx_37,tx_2840,same_device
tx_37,tx_5277,same_device
tx_37,tx_5599,same_device
tx_37,tx_7734,same_device
tx_37,tx_12391,same_device
tx_37,tx_13119,same_device
tx_37,tx_17833,same_device
tx_37,tx_18627,same_device
tx_38,tx_4868,same_card
tx_38,tx_6905,same_card
tx_38,tx_10923,same_card
tx_38,tx_15584,same_card
tx_38,tx_7825,same_device
tx_39,tx_3979,same_card
tx_39,tx_18485,same_card
tx_39,tx_2050,same_device
tx_39,tx_7461,same_device
tx_39,tx_10236,same_device
tx_39,tx_12440,same_device
tx_39,tx_14781,same_device
tx_39,tx_17232,same_device
tx_39,tx_18444,same_device
tx_39,tx_19596,same_device
tx_39,tx_14698,same_merchant
tx_39,tx_12582,same_merchant
tx_39,tx_41,same_merchant
tx_39,tx_3100,same_merchant
tx_39,tx_9415,same_merchant
tx_39,tx_7308,same_merchant
tx_39,tx_4809,same_merchant
tx_40,tx_3428,same_card
tx_40,tx_1874,same_card
tx_40,tx_1238,same_device
tx_40,tx_1537,same_device
tx_40,tx_3523,same_device
tx_40,tx_4260,same_device
tx_40,tx_9939,same_device
tx_40,tx_11654,same_device
tx_40,tx_15539,same_device
tx_41,tx_5402,same_card
tx_41,tx_1584,same_device
tx_41,tx_5686,same_device
tx_41,tx_6934,same_device
tx_41,tx_9208,same_device
tx_41,tx_15953,same_device
tx_41,tx_14698,same_merchant
tx_41,tx_12582,same_merchant
tx_41,tx_3100,same_merchant
tx_41,tx_9415,same_merchant
tx_41,tx_7308,same_merchant
tx_41,tx_4809,same_merchant
tx_42,tx_16494,same_card
tx_42,tx_17657,same_card
tx_42,tx_1198,same_device
tx_42,tx_3503,same_device
tx_42,tx_3854,same_device
tx_42,tx_6899,same_device
tx_42,tx_7256,same_device
tx_42,tx_8158,same_device
tx_42,tx_9121,same_device
tx_42,tx_14618,same_device
tx_42,tx_16131,same_device
tx_43,tx_15774,same_card
tx_43,tx_202,same_card
tx_43,tx_5058,same_device
tx_43,tx_13480,same_device
tx_43,tx_15115,same_device
tx_43,tx_15429,same_device
tx_43,tx_17756,same_device
tx_43,tx_18011,same_device
tx_43,tx_16629,same_merchant
tx_43,tx_6405,same_merchant
tx_43,tx_5370,same_merchant
tx_43,tx_19137,same_merchant
tx_43,tx_3847,same_merchant
tx_43,tx_19391,same_merchant
tx_43,tx_15457,same_merchant
tx_44,tx_6529,same_card
tx_44,tx_8853,same_card
tx_44,tx_11528,same_card
tx_44,tx_426,same_device
tx_44,tx_7800,same_device
tx_44,tx_12559,same_device
tx_44,tx_15361,same_device
tx_44,tx_17599,same_device
tx_44,tx_17970,same_device
tx_44,tx_18886,same_device
tx_44,tx_19689,same_device
tx_44,tx_14949,same_merchant
tx_44,tx_14920,same_merchant
tx_44,tx_10541,same_merchant
tx_44,tx_4198,same_merchant
tx_44,tx_14316,same_merchant
tx_44,tx_11450,same_merchant
tx_44,tx_4128,same_merchant
tx_45,tx_1115,same_card
tx_45,tx_12745,same_card
tx_45,tx_17857,same_card
tx_45,tx_19550,same_card
tx_45,tx_1175,same_device
tx_45,tx_4272,same_device
tx_45,tx_10725,same_device
tx_46,tx_19236,same_card
tx_46,tx_7404,same_card
tx_46,tx_2741,same_device
tx_46,tx_7512,same_device
tx_46,tx_9887,same_device
tx_46,tx_10530,same_device
tx_46,tx_13564,same_device
tx_47,tx_139,same_card
tx_47,tx_6253,same_card
tx_47,tx_1283,same_device
tx_47,tx_1492,same_device
tx_47,tx_8593,same_device
tx_47,tx_11683,same_device
tx_47,tx_13056,same_device
tx_47,tx_18352,same_device
tx_47,tx_18895,same_device
tx_47,tx_11419,same_merchant
tx_47,tx_9568,same_merchant
tx_47,tx_1174,same_merchant
tx_47,tx_13468,same_merchant
tx_47,tx_11171,same_merchant
tx_47,tx_3575,same_merchant
tx_47,tx_6569,same_merchant
tx_48,tx_16498,same_card
tx_48,tx_9061,same_card
tx_48,tx_2887,same_device
tx_48,tx_4021,same_device
tx_48,tx_6426,same_device
tx_48,tx_10645,same_device
tx_48,tx_10739,same_device
tx_48,tx_10761,same_device
tx_49,tx_2607,same_card
tx_49,tx_4966,same_device
tx_49,tx_7806,same_device
tx_49,tx_10664,same_device
tx_49,tx_17834,same_device
tx_50,tx_2285,same_card
tx_50,tx_4564,same_card
tx_50,tx_14675,same_card
tx_50,tx_15275,same_card
tx_50,tx_6485,same_device
tx_50,tx_7027,same_device
tx_50,tx_7995,same_device
tx_50,tx_10771,same_device
tx_50,tx_17464,same_device
tx_50,tx_18833,same_device
tx_50,tx_14605,same_merchant
tx_50,tx_19244,same_merchant
tx_50,tx_18417,same_merchant
tx_50,tx_8510,same_merchant
tx_50,tx_9395,same_merchant
tx_50,tx_8435,same_merchant
tx_50,tx_16045,same_merchant
tx_51,tx_4469,same_card
tx_51,tx_14470,same_card
tx_51,tx_4203,same_device
tx_51,tx_6852,same_device
tx_51,tx_10246,same_device
tx_51,tx_10649,same_device
tx_51,tx_16791,same_device
tx_52,tx_5337,same_card
tx_52,tx_15856,same_card
tx_52,tx_17954,same_card
tx_52,tx_1696,same_device
tx_52,tx_3347,same_device
tx_52,tx_11298,same_device
tx_52,tx_13575,same_device
tx_52,tx_16675,same_device
tx_52,tx_19443,same_device
tx_52,tx_4585,same_merchant
tx_52,tx_17945,same_merchant
tx_52,tx_6057,same_merchant
tx_52,tx_14234,same_merchant
tx_52,tx_14075,same_merchant
tx_52,tx_14232,same_merchant
tx_52,tx_10214,same_merchant
tx_53,tx_7030,same_card
tx_53,tx_8460,same_card
tx_53,tx_13837,same_card
tx_53,tx_18652,same_card
tx_53,tx_4627,same_device
tx_53,tx_6056,same_device
tx_53,tx_13464,same_device
tx_53,tx_14828,same_device
tx_53,tx_14976,same_device
tx_53,tx_15801,same_device
tx_53,tx_18729,same_device
tx_53,tx_1466,same_merchant
tx_53,tx_6370,same_merchant
tx_53,tx_11157,same_merchant
tx_53,tx_4362,same_merchant
tx_53,tx_7824,same_merchant
tx_53,tx_19909,same_merchant
tx_53,tx_4750,same_merchant
tx_54,tx_3558,same_card
tx_54,tx_11137,same_card
tx_54,tx_11478,same_card
tx_54,tx_872,same_device
tx_54,tx_7428,same_device
tx_54,tx_11746,same_device
tx_54,tx_14965,same_merchant
tx_54,tx_19644,same_merchant
tx_54,tx_19726,same_merchant
tx_54,tx_19336,same_merchant
tx_54,tx_2051,same_merchant
tx_54,tx_17659,same_merchant
tx_54,tx_6227,same_merchant
tx_55,tx_8547,same_card
tx_55,tx_9643,same_card
tx_55,tx_1236,same_device
tx_55,tx_5008,same_device
tx_55,tx_5956,same_device
tx_55,tx_15812,same_device
tx_56,tx_9733,same_card
tx_56,tx_10589,same_card
tx_56,tx_2610,same_device
tx_56,tx_5892,same_device
tx_56,tx_7551,same_device
tx_56,tx_12867,same_device
tx_56,tx_15448,same_device
tx_56,tx_10282,same_merchant
tx_56,tx_13449,same_merchant
tx_56,tx_1954,same_merchant
tx_56,tx_1524,same_merchant
tx_56,tx_393,same_merchant
tx_56,tx_446,same_merchant
tx_56,tx_15039,same_merchant
tx_57,tx_1790,same_card
tx_57,tx_11026,same_card
tx_57,tx_1081,same_device
tx_57,tx_1338,same_device
tx_57,tx_7065,same_device
tx_57,tx_9100,same_device
tx_57,tx_10015,same_device
tx_57,tx_14003,same_device
tx_57,tx_15056,same_device
tx_57,tx_17999,same_device
tx_58,tx_10355,same_card
tx_58,tx_13975,same_card
tx_58,tx_18849,same_card
tx_58,tx_928,same_device
tx_58,tx_5896,same_device
tx_58,tx_9205,same_device
tx_58,tx_12387,same_device
tx_58,tx_16569,same_device
tx_58,tx_18144,same_device
tx_59,tx_4890,same_card
tx_59,tx_5205,same_card
tx_59,tx_5983,same_card
tx_59,tx_17626,same_card
tx_59,tx_2229,same_device
tx_59,tx_5730,same_device
tx_59,tx_6096,same_device
tx_59,tx_12511,same_device
tx_59,tx_12908,same_device
tx_59,tx_798,same_merchant
tx_59,tx_3066,same_merchant
tx_59,tx_19977,same_merchant
tx_59,tx_13555,same_merchant
tx_59,tx_6198,same_merchant
tx_59,tx_19639,same_merchant
tx_59,tx_17126,same_merchant
tx_60,tx_4078,same_card
tx_60,tx_7497,same_card
tx_60,tx_8841,same_card
tx_60,tx_8951,same_card
tx_60,tx_1579,same_device
tx_60,tx_2355,same_device
tx_60,tx_7389,same_device
tx_60,tx_12843,same_device
tx_60,tx_4454,same_merchant
tx_60,tx_2134,same_merchant
tx_60,tx_13007,same_merchant
tx_60,tx_6957,same_merchant
tx_60,tx_12068,same_merchant
tx_60,tx_2567,same_merchant
tx_60,tx_11970,same_merchant
tx_61,tx_5981,same_card
tx_61,tx_8617,same_card
tx_61,tx_13533,same_card
tx_61,tx_16680,same_card
tx_61,tx_1683,same_device
tx_61,tx_2175,same_device
tx_61,tx_4726,same_device
tx_61,tx_4934,same_device
tx_61,tx_14113,same_device
tx_61,tx_16704,same_device
tx_61,tx_18260,same_device
tx_61,tx_19926,same_device
tx_62,tx_3742,same_card
tx_62,tx_5444,same_card
tx_62,tx_9302,same_card
tx_62,tx_16866,same_card
tx_62,tx_1865,same_device
tx_62,tx_5920,same_device
tx_62,tx_10440,same_device
tx_62,tx_10964,same_device
tx_62,tx_12113,same_device
tx_62,tx_13790,same_device
tx_62,tx_17788,same_device
tx_62,tx_18202,same_device
tx_62,tx_17628,same_merchant
tx_62,tx_801,same_merchant
tx_62,tx_18816,same_merchant
tx_62,tx_9445,same_merchant
tx_62,tx_18736,same_merchant
tx_62,tx_6524,same_merchant
tx_62,tx_16248,same_merchant
tx_63,tx_2435,same_card
tx_63,tx_14091,same_card
tx_63,tx_18616,same_device
tx_64,tx_1308,same_card
tx_64,tx_3893,same_card
tx_64,tx_6209,same_device
tx_64,tx_12072,same_device
tx_64,tx_12804,same_device
tx_64,tx_16032,same_device
tx_64,tx_16999,same_device
tx_64,tx_17770,same_device
tx_64,tx_18790,same_device
tx_64,tx_18791,same_device
tx_65,tx_4589,same_card
tx_65,tx_10247,same_card
tx_65,tx_1468,same_device
tx_65,tx_2839,same_device
tx_65,tx_3400,same_device
tx_65,tx_3775,same_device
tx_65,tx_4793,same_device
tx_65,tx_7484,same_device
tx_65,tx_7156,same_merchant
tx_65,tx_13700,same_merchant
tx_65,tx_8801,same_merchant
tx_65,tx_17690,same_merchant
tx_65,tx_1833,same_merchant
tx_65,tx_7563,same_merchant
tx_65,tx_12301,same_merchant
tx_66,tx_2936,same_card
tx_66,tx_16167,same_card
tx_66,tx_208,same_device
tx_66,tx_1674,same_device
tx_66,tx_4424,same_device
tx_66,tx_5553,same_merchant
tx_66,tx_8447,same_merchant
tx_66,tx_13711,same_merchant
tx_66,tx_3260,same_merchant
tx_66,tx_8590,same_merchant
tx_66,tx_12902,same_merchant
tx_66,tx_2535,same_merchant
tx_67,tx_5496,same_card
tx_67,tx_15390,same_card
tx_67,tx_19607,same_card
tx_67,tx_741,same_device
tx_67,tx_1455,same_device
tx_67,tx_2088,same_device
tx_67,tx_2721,same_device
tx_67,tx_5365,same_device
tx_67,tx_6401,same_device
tx_67,tx_15038,same_device
tx_67,tx_15440,same_device
tx_67,tx_18475,same_device
tx_68,tx_3166,same_card
tx_68,tx_7837,same_card
tx_68,tx_15183,same_card
tx_68,tx_15583,same_card
tx_68,tx_5191,same_device
tx_68,tx_6191,same_device
tx_68,tx_8705,same_device
tx_68,tx_11445,same_device
tx_68,tx_17677,same_device
tx_68,tx_3775,same_merchant
tx_68,tx_17568,same_merchant
tx_68,tx_17550,same_merchant
tx_68,tx_1161,same_merchant
tx_68,tx_1540,same_merchant
tx_68,tx_7872,same_merchant
tx_68,tx_19814,same_merchant
tx_69,tx_163,same_card
tx_69,tx_7911,same_card
tx_69,tx_5159,same_device
tx_69,tx_10150,same_device
tx_69,tx_11561,same_device
tx_69,tx_12746,same_device
tx_69,tx_12857,same_device
tx_69,tx_15992,same_device
tx_70,tx_3479,same_card
tx_70,tx_18748,same_card
tx_70,tx_1162,same_device
tx_70,tx_4117,same_device
tx_70,tx_14825,same_device
tx_70,tx_18368,same_device
tx_70,tx_9847,same_merchant
tx_70,tx_5482,same_merchant
tx_70,tx_11415,same_merchant
tx_70,tx_11944,same_merchant
tx_70,tx_19055,same_merchant
tx_70,tx_877,same_merchant
tx_70,tx_17374,same_merchant
tx_71,tx_4662,same_card
tx_71,tx_4982,same_device
tx_71,tx_5121,same_device
tx_71,tx_9875,same_device
tx_71,tx_10020,same_device
tx_71,tx_16688,same_device
tx_71,tx_18722,same_device
tx_72,tx_10864,same_card
tx_72,tx_1972,same_card
tx_72,tx_2153,same_device
tx_72,tx_2679,same_device
tx_72,tx_6297,same_device
tx_72,tx_6669,same_device
tx_72,tx_6890,same_device
tx_72,tx_6922,same_device
tx_72,tx_14403,same_device
tx_73,tx_1513,same_card
tx_73,tx_7598,same_card
tx_73,tx_18878,same_card
tx_73,tx_6141,same_device
tx_73,tx_7040,same_device
tx_73,tx_8396,same_device
tx_73,tx_12847,same_device
tx_73,tx_16137,same_device
tx_73,tx_16285,same_device
tx_73,tx_18207,same_device
tx_73,tx_18933,same_device
tx_73,tx_19762,same_device
tx_73,tx_9457,same_merchant
tx_73,tx_13378,same_merchant
tx_73,tx_16754,same_merchant
tx_73,tx_18994,same_merchant
tx_73,tx_3572,same_merchant
tx_73,tx_14330,same_merchant
tx_73,tx_10960,same_merchant
tx_74,tx_4462,same_card
tx_74,tx_5785,same_card
tx_74,tx_7115,same_card
tx_74,tx_12082,same_card
tx_74,tx_2395,same_device
tx_74,tx_3409,same_device
tx_74,tx_5180,same_device
tx_74,tx_6552,same_device
tx_74,tx_7696,same_device
tx_74,tx_11271,same_device
tx_74,tx_16841,same_device
tx_75,tx_11486,same_card
tx_75,tx_1443,same_card
tx_75,tx_592,same_device
tx_75,tx_3023,same_device
tx_75,tx_4071,same_device
tx_75,tx_7182,same_device
tx_75,tx_9305,same_device
tx_75,tx_13864,same_device
tx_75,tx_16942,same_device
tx_76,tx_1821,same_card
tx_76,tx_10397,same_card
tx_76,tx_4300,same_device
tx_76,tx_12315,same_device
tx_76,tx_14133,same_device
tx_76,tx_16599,same_device
tx_76,tx_17678,same_device
tx_76,tx_19554,same_device
tx_76,tx_19557,same_device
tx_77,tx_3201,same_card
tx_77,tx_5816,same_card
tx_77,tx_10167,same_card
tx_77,tx_17027,same_card
tx_77,tx_286,same_device
tx_77,tx_662,same_device
tx_77,tx_4239,same_device
tx_77,tx_15987,same_device
tx_77,tx_16314,same_device
tx_78,tx_17005,same_card
tx_78,tx_4301,same_device
tx_78,tx_5120,same_device
tx_78,tx_10542,same_device
tx_78,tx_10686,same_device
tx_78,tx_14033,same_device
tx_78,tx_14089,same_device
tx_78,tx_16860,same_device
tx_79,tx_15022,same_card
tx_79,tx_2228,same_device
tx_79,tx_5858,same_device
tx_79,tx_6325,same_device
tx_79,tx_7475,same_device
tx_79,tx_8056,same_device
tx_79,tx_13917,same_device
tx_80,tx_16193,same_card
tx_80,tx_19512,same_card
tx_80,tx_172,same_device
tx_80,tx_2454,same_device
tx_80,tx_10465,same_device
tx_80,tx_17647,same_device
tx_81,tx_658,same_card
tx_81,tx_2131,same_card
tx_81,tx_634,same_device
tx_81,tx_12381,same_device
tx_81,tx_12986,same_device
tx_81,tx_15617,same_device
tx_81,tx_18336,same_device
tx_81,tx_18451,same_device
tx_81,tx_19186,same_device
tx_81,tx_19235,same_device
tx_81,tx_19439,same_device
tx_81,tx_6977,same_merchant
tx_81,tx_18122,same_merchant
tx_81,tx_19415,same_merchant
tx_81,tx_12003,same_merchant
tx_81,tx_19595,same_merchant
tx_81,tx_17092,same_merchant
tx_81,tx_14970,same_merchant
tx_82,tx_7075,same_card
tx_82,tx_1949,same_card
tx_82,tx_3199,same_device
tx_82,tx_10396,same_device
tx_82,tx_10843,same_device
tx_82,tx_11191,same_device
tx_82,tx_17230,same_device
tx_82,tx_411,same_merchant
tx_82,tx_6861,same_merchant
tx_82,tx_4350,same_merchant
tx_82,tx_7074,same_merchant
tx_82,tx_11231,same_merchant
tx_82,tx_18281,same_merchant
